Delivery ID,Supplier ID,Supplier Name,Category,Month,Delivery Date,Scheduled Date,Lead Time Days,On Time,Days Late,Order Quantity,Defective Units,Defect Rate %,Documentation Compliant,Volume % of Total Spend
DEL00589,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-26,2024-06-21,19,Yes,0,5876,270,4.6,Yes,7
DEL00591,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-06,2024-06-26,2024-06-24,16,No,12,1466,84,5.79,Yes,7
DEL00667,SUP-009,Northern Flavours Ltd.,Additives,2024-06,2024-06-26,2024-06-25,8,Yes,0,7086,171,2.41,Yes,9
DEL00038,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-06,2024-06-27,2024-06-22,8,Yes,0,3675,22,0.61,Yes,18
DEL00304,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-06,2024-06-27,2024-06-27,15,No,5,5267,191,3.63,Yes,10
DEL00377,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-06,2024-06-27,2024-06-26,7,Yes,0,7020,71,1.02,Yes,9
DEL00209,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-06,2024-06-28,2024-06-23,13,No,7,1135,33,2.99,No,12
DEL00673,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-01,2024-06-26,7,Yes,0,7635,220,2.89,Yes,9
DEL00312,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-02,2024-06-29,18,Yes,0,3080,154,5.03,Yes,10
DEL00125,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-03,2024-06-28,18,No,10,1821,129,7.13,Yes,14
DEL00217,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-03,2024-06-30,14,Yes,0,7235,153,2.12,Yes,12
DEL00741,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-03,2024-07-02,13,Yes,0,4226,88,2.09,Yes,6
DEL00743,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-03,2024-07-02,14,Yes,0,3035,74,2.47,Yes,6
DEL00044,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-04,2024-06-30,7,Yes,0,1517,16,1.08,Yes,18
DEL00310,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-04,2024-06-30,8,No,10,1972,56,2.88,Yes,10
DEL00525,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-04,2024-07-03,7,Yes,0,3763,34,0.92,Yes,7
DEL00672,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-04,2024-07-04,8,Yes,0,2247,53,2.39,Yes,9
DEL00041,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-05,2024-07-02,6,Yes,0,4861,30,0.63,Yes,18
DEL00458,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-05,2024-07-05,10,Yes,0,6167,108,1.76,Yes,8
DEL00740,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-05,2024-07-03,8,Yes,0,5720,60,1.05,Yes,6
DEL00381,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-07,2024-07-06,2024-07-05,6,Yes,0,7929,79,1.0,Yes,9
DEL00524,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-06,2024-07-05,6,Yes,0,723,5,0.74,Yes,7
DEL00042,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-07,2024-07-02,6,Yes,0,6424,42,0.67,Yes,18
DEL00127,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-07,2024-07-07,15,No,1,7606,371,4.88,Yes,14
DEL00601,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-07,2024-07-03,16,Yes,0,790,54,6.96,Yes,7
DEL00671,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-07,2024-07-02,11,No,8,1066,28,2.71,No,9
DEL00742,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-07,2024-07-04,16,Yes,0,6842,207,3.04,Yes,6
DEL00306,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-08,2024-07-03,15,No,3,841,42,5.0,Yes,10
DEL00043,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-09,2024-07-05,6,Yes,0,1178,11,0.97,Yes,18
DEL00311,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-09,2024-07-08,12,No,6,5252,270,5.15,Yes,10
DEL00450,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-09,2024-07-09,13,Yes,0,4123,90,2.2,Yes,8
DEL00526,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-09,2024-07-08,6,Yes,0,685,6,0.88,Yes,7
DEL00126,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-11,2024-07-09,8,Yes,0,626,34,5.52,No,14
DEL00596,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-11,2024-07-10,23,No,12,3302,119,3.61,Yes,7
DEL00220,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-13,2024-07-11,6,Yes,0,2421,91,3.79,Yes,12
DEL00384,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-07,2024-07-13,2024-07-08,5,Yes,0,2551,17,0.69,Yes,9
DEL00214,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-14,2024-07-10,11,No,1,1011,18,1.86,Yes,12
DEL00216,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-14,2024-07-14,10,Yes,0,3205,94,2.96,No,12
DEL00599,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-14,2024-07-11,10,No,2,6034,310,5.14,Yes,7
DEL00738,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-15,2024-07-14,16,No,3,6246,131,2.1,Yes,6
DEL00218,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-16,2024-07-15,11,No,9,7477,60,0.8,No,12
DEL00308,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-16,2024-07-15,16,No,10,5803,240,4.15,Yes,10
DEL00453,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-16,2024-07-11,11,Yes,0,7644,246,3.22,Yes,8
DEL00598,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-16,2024-07-12,10,Yes,0,6530,246,3.78,Yes,7
DEL00744,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-16,2024-07-12,12,Yes,0,3700,19,0.52,Yes,6
DEL00128,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-17,2024-07-14,17,Yes,0,1420,81,5.77,Yes,14
DEL00219,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-17,2024-07-15,12,Yes,0,6807,230,3.39,Yes,12
DEL00669,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-17,2024-07-15,10,Yes,0,2093,25,1.21,Yes,9
DEL00457,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-18,2024-07-16,9,Yes,0,2217,47,2.12,Yes,8
DEL00674,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-18,2024-07-14,10,Yes,0,7956,159,2.01,Yes,9
DEL00739,SUP-010,EcoBox Solutions,Packaging,2024-07,2024-07-18,2024-07-16,10,Yes,0,5871,107,1.83,Yes,6
DEL00223,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-20,2024-07-19,11,No,5,7667,162,2.12,Yes,12
DEL00307,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-20,2024-07-17,13,Yes,0,587,31,5.44,Yes,10
DEL00382,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-07,2024-07-20,2024-07-17,5,Yes,0,2888,18,0.63,Yes,9
DEL00456,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-20,2024-07-18,5,Yes,0,1581,35,2.25,Yes,8
DEL00600,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-20,2024-07-20,16,No,9,6099,152,2.5,Yes,7
DEL00670,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-20,2024-07-19,9,Yes,0,4368,103,2.37,Yes,9
DEL00045,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-21,2024-07-18,6,Yes,0,6564,77,1.19,Yes,18
DEL00040,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-07,2024-07-22,2024-07-18,8,No,7,7606,31,0.41,Yes,18
DEL00130,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-22,2024-07-22,11,Yes,0,2735,109,4.0,Yes,14
DEL00309,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-07,2024-07-22,2024-07-20,21,Yes,0,2196,88,4.05,Yes,10
DEL00385,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-07,2024-07-22,2024-07-18,7,Yes,0,4342,49,1.13,Yes,9
DEL00460,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-22,2024-07-21,8,Yes,0,3321,26,0.81,Yes,8
DEL00668,SUP-009,Northern Flavours Ltd.,Additives,2024-07,2024-07-22,2024-07-22,9,Yes,0,1240,23,1.93,Yes,9
DEL00215,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-23,2024-07-18,7,Yes,0,1672,67,4.01,Yes,12
DEL00451,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-23,2024-07-19,8,Yes,0,911,31,3.44,Yes,8
DEL00454,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-23,2024-07-20,8,No,10,1087,29,2.7,Yes,8
DEL00521,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-23,2024-07-20,7,Yes,0,5192,46,0.89,Yes,7
DEL00383,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-07,2024-07-24,2024-07-20,5,Yes,0,959,3,0.39,Yes,9
DEL00455,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-24,2024-07-20,7,Yes,0,4521,140,3.1,Yes,8
DEL00523,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-24,2024-07-23,8,Yes,0,4719,47,1.0,Yes,7
DEL00129,SUP-002,Maple Packaging Ltd.,Packaging,2024-07,2024-07-25,2024-07-20,13,No,4,6117,301,4.93,Yes,14
DEL00594,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-25,2024-07-21,12,No,4,1963,113,5.78,No,7
DEL00459,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-26,2024-07-25,4,Yes,0,6127,82,1.35,Yes,8
DEL00213,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-27,2024-07-25,13,Yes,0,2959,54,1.85,Yes,12
DEL00221,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-27,2024-07-24,10,Yes,0,990,10,1.11,Yes,12
DEL00222,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-07,2024-07-27,2024-07-27,9,Yes,0,7595,144,1.91,Yes,12
DEL00522,SUP-007,Rocky Mountain Spices,Additives,2024-07,2024-07-27,2024-07-23,7,Yes,0,2531,31,1.25,Yes,7
DEL00597,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-27,2024-07-22,11,No,5,6840,169,2.47,No,7
DEL00452,SUP-006,ClearSeal Packaging,Packaging,2024-07,2024-07-28,2024-07-27,11,Yes,0,7921,158,2.0,Yes,8
DEL00595,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-07,2024-07-28,2024-07-28,20,Yes,0,1386,81,5.91,No,7
DEL00313,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-01,2024-07-29,8,Yes,0,4827,117,2.43,Yes,10
DEL00607,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-01,2024-07-27,14,No,8,4472,161,3.61,Yes,7
DEL00675,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-01,2024-07-27,15,Yes,0,5743,143,2.51,Yes,9
DEL00049,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-02,2024-08-02,7,Yes,0,3592,12,0.34,Yes,18
DEL00226,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-02,2024-07-30,9,Yes,0,1422,37,2.62,Yes,12
DEL00135,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-03,2024-07-29,6,No,1,4142,187,4.53,No,14
DEL00229,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-03,2024-08-02,18,Yes,0,1682,38,2.32,No,12
DEL00676,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-03,2024-07-30,11,Yes,0,3483,110,3.17,No,9
DEL00051,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-04,2024-07-30,7,Yes,0,6351,93,1.47,Yes,18
DEL00052,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-04,2024-08-04,6,Yes,0,1431,5,0.39,Yes,18
DEL00463,SUP-006,ClearSeal Packaging,Packaging,2024-08,2024-08-04,2024-07-30,9,Yes,0,3807,117,3.1,Yes,8
DEL00047,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-05,2024-08-02,7,Yes,0,5810,60,1.04,Yes,18
DEL00048,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-05,2024-08-04,6,Yes,0,1589,20,1.27,No,18
DEL00138,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-05,2024-08-03,11,Yes,0,6264,223,3.57,Yes,14
DEL00750,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-06,2024-08-03,8,Yes,0,5073,24,0.49,Yes,6
DEL00751,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-06,2024-08-06,11,Yes,0,5691,101,1.79,Yes,6
DEL00320,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-07,2024-08-03,18,Yes,0,6590,331,5.03,Yes,10
DEL00606,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-07,2024-08-07,10,Yes,0,873,37,4.24,Yes,7
DEL00133,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-09,2024-08-08,10,Yes,0,5278,359,6.82,Yes,14
DEL00225,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-09,2024-08-06,10,Yes,0,2403,32,1.36,Yes,12
DEL00132,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-10,2024-08-07,12,Yes,0,755,40,5.33,No,14
DEL00136,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-10,2024-08-05,14,Yes,0,6735,351,5.23,Yes,14
DEL00604,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-10,2024-08-06,19,No,6,984,65,6.62,Yes,7
DEL00745,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-10,2024-08-08,13,Yes,0,7194,116,1.62,Yes,6
DEL00050,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-11,2024-08-07,7,Yes,0,1383,12,0.94,Yes,18
DEL00322,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-11,2024-08-08,16,Yes,0,2881,140,4.87,Yes,10
DEL00678,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-11,2024-08-11,10,Yes,0,7855,180,2.29,Yes,9
DEL00752,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-11,2024-08-11,10,Yes,0,7387,101,1.37,No,6
DEL00389,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-08,2024-08-12,2024-08-09,8,Yes,0,5708,33,0.59,Yes,9
DEL00677,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-12,2024-08-10,8,Yes,0,1917,67,3.51,Yes,9
DEL00046,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-08,2024-08-13,2024-08-13,7,Yes,0,6172,77,1.26,Yes,18
DEL00318,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-13,2024-08-12,14,No,3,5428,294,5.42,Yes,10
DEL00461,SUP-006,ClearSeal Packaging,Packaging,2024-08,2024-08-13,2024-08-10,8,Yes,0,7040,143,2.03,No,8
DEL00529,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-13,2024-08-11,8,Yes,0,7429,9,0.13,Yes,7
DEL00679,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-13,2024-08-09,11,Yes,0,2009,45,2.24,Yes,9
DEL00387,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-08,2024-08-14,2024-08-14,5,Yes,0,7119,14,0.2,Yes,9
DEL00388,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-08,2024-08-14,2024-08-12,8,Yes,0,7048,60,0.86,Yes,9
DEL00747,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-14,2024-08-14,12,Yes,0,7135,103,1.44,Yes,6
DEL00227,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-15,2024-08-10,12,Yes,0,2476,55,2.25,Yes,12
DEL00228,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-15,2024-08-13,14,No,10,7158,147,2.06,Yes,12
DEL00680,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-16,2024-08-14,13,No,9,6923,150,2.18,Yes,9
DEL00314,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-17,2024-08-13,14,Yes,0,2577,81,3.15,Yes,10
DEL00530,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-17,2024-08-16,6,Yes,0,6520,42,0.65,Yes,7
DEL00464,SUP-006,ClearSeal Packaging,Packaging,2024-08,2024-08-18,2024-08-18,11,Yes,0,4692,113,2.43,Yes,8
DEL00532,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-18,2024-08-18,7,Yes,0,688,3,0.48,Yes,7
DEL00605,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-18,2024-08-18,13,Yes,0,5123,248,4.85,Yes,7
DEL00137,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-19,2024-08-15,9,No,6,3150,249,7.92,No,14
DEL00139,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-19,2024-08-19,17,Yes,0,6592,290,4.41,No,14
DEL00321,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-19,2024-08-16,18,Yes,0,1370,41,3.03,Yes,10
DEL00465,SUP-006,ClearSeal Packaging,Packaging,2024-08,2024-08-19,2024-08-14,7,Yes,0,3534,44,1.26,Yes,8
DEL00317,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-20,2024-08-18,14,Yes,0,7274,364,5.02,No,10
DEL00134,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-21,2024-08-19,14,No,8,6779,332,4.91,Yes,14
DEL00319,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-21,2024-08-17,17,No,12,6860,379,5.54,Yes,10
DEL00462,SUP-006,ClearSeal Packaging,Packaging,2024-08,2024-08-21,2024-08-16,7,Yes,0,7383,108,1.47,Yes,8
DEL00527,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-21,2024-08-18,7,Yes,0,3116,36,1.18,Yes,7
DEL00602,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-21,2024-08-16,14,Yes,0,2698,75,2.8,Yes,7
DEL00681,SUP-009,Northern Flavours Ltd.,Additives,2024-08,2024-08-21,2024-08-18,12,Yes,0,5522,122,2.21,Yes,9
DEL00746,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-22,2024-08-18,10,No,1,2522,53,2.12,Yes,6
DEL00386,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-08,2024-08-24,2024-08-20,8,Yes,0,3499,11,0.33,Yes,9
DEL00603,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-08,2024-08-24,2024-08-21,5,No,11,2699,109,4.06,No,7
DEL00131,SUP-002,Maple Packaging Ltd.,Packaging,2024-08,2024-08-25,2024-08-22,10,Yes,0,1205,26,2.18,Yes,14
DEL00528,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-25,2024-08-23,7,Yes,0,3658,28,0.79,Yes,7
DEL00531,SUP-007,Rocky Mountain Spices,Additives,2024-08,2024-08-25,2024-08-22,6,No,4,2983,29,1.0,Yes,7
DEL00748,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-25,2024-08-25,8,Yes,0,2517,46,1.86,Yes,6
DEL00315,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-26,2024-08-25,10,No,1,7625,555,7.28,No,10
DEL00316,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-08,2024-08-26,2024-08-26,15,No,4,1104,64,5.8,Yes,10
DEL00749,SUP-010,EcoBox Solutions,Packaging,2024-08,2024-08-26,2024-08-22,7,Yes,0,5201,72,1.4,Yes,6
DEL00224,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-08,2024-08-27,2024-08-25,8,Yes,0,7037,87,1.24,Yes,12
DEL00685,SUP-009,Northern Flavours Ltd.,Additives,2024-09,2024-09-01,2024-08-31,11,Yes,0,4814,150,3.13,Yes,9
DEL00324,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-02,2024-08-29,16,Yes,0,7614,380,4.99,Yes,10
DEL00392,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-09,2024-09-02,2024-08-29,6,Yes,0,6933,34,0.5,Yes,9
DEL00230,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-04,2024-09-01,7,Yes,0,7534,188,2.5,Yes,12
DEL00394,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-09,2024-09-05,2024-09-01,8,Yes,0,7661,83,1.09,Yes,9
DEL00475,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-06,2024-09-02,13,Yes,0,4324,115,2.68,Yes,8
DEL00611,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-09,2024-09-06,2024-09-05,15,Yes,0,7076,577,8.17,Yes,7
DEL00140,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-07,2024-09-07,12,Yes,0,6544,285,4.36,Yes,14
DEL00754,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-07,2024-09-03,8,Yes,0,3267,75,2.32,Yes,6
DEL00240,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-08,2024-09-04,11,Yes,0,7773,179,2.3,Yes,12
DEL00393,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-09,2024-09-08,2024-09-06,7,Yes,0,899,8,0.9,Yes,9
DEL00756,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-08,2024-09-08,9,No,5,1393,44,3.17,Yes,6
DEL00327,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-09,2024-09-07,11,Yes,0,6462,237,3.67,Yes,10
DEL00608,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-09,2024-09-09,2024-09-06,13,No,11,5316,230,4.34,Yes,7
DEL00755,SUP-010,EcoBox Solutions,Packaging,2024-09,2024-09-09,2024-09-07,8,No,6,3151,72,2.31,Yes,6
DEL00231,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-10,2024-09-06,9,Yes,0,4049,76,1.89,Yes,12
DEL00053,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-11,2024-09-08,7,Yes,0,1926,14,0.73,Yes,18
DEL00144,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-11,2024-09-06,15,No,8,6656,318,4.78,Yes,14
DEL00239,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-11,2024-09-09,12,No,4,4278,101,2.38,Yes,12
DEL00328,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-11,2024-09-06,15,Yes,0,4413,191,4.34,Yes,10
DEL00471,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-11,2024-09-10,7,Yes,0,3966,120,3.04,Yes,8
DEL00145,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-12,2024-09-09,13,Yes,0,1890,42,2.23,Yes,14
DEL00323,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-12,2024-09-09,8,Yes,0,4114,152,3.71,Yes,10
DEL00535,SUP-007,Rocky Mountain Spices,Additives,2024-09,2024-09-12,2024-09-09,6,Yes,0,6793,74,1.1,Yes,7
DEL00055,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-13,2024-09-09,7,No,7,6402,61,0.96,Yes,18
DEL00060,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-13,2024-09-09,7,Yes,0,550,1,0.2,Yes,18
DEL00143,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-13,2024-09-10,16,Yes,0,3604,150,4.19,Yes,14
DEL00237,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-13,2024-09-10,10,No,10,2604,81,3.11,Yes,12
DEL00536,SUP-007,Rocky Mountain Spices,Additives,2024-09,2024-09-14,2024-09-13,6,Yes,0,5642,23,0.42,Yes,7
DEL00146,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-15,2024-09-13,17,Yes,0,7847,333,4.25,Yes,14
DEL00233,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-15,2024-09-12,8,Yes,0,2744,37,1.36,Yes,12
DEL00234,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-15,2024-09-15,12,Yes,0,7189,219,3.05,Yes,12
DEL00236,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-15,2024-09-11,9,Yes,0,6918,261,3.78,Yes,12
DEL00325,SUP-004,Ontario Fresh Produce,Raw Ingredients,2024-09,2024-09-15,2024-09-12,6,Yes,0,553,23,4.26,Yes,10
DEL00610,SUP-008,Atlantic Seafood Supply,Raw Ingredients,2024-09,2024-09-15,2024-09-11,11,Yes,0,6413,369,5.76,Yes,7
DEL00683,SUP-009,Northern Flavours Ltd.,Additives,2024-09,2024-09-15,2024-09-15,12,Yes,0,5254,95,1.81,Yes,9
DEL00142,SUP-002,Maple Packaging Ltd.,Packaging,2024-09,2024-09-16,2024-09-12,18,No,5,7765,291,3.76,No,14
DEL00468,SUP-006,ClearSeal Packaging,Packaging,2024-09,2024-09-16,2024-09-11,7,Yes,0,7221,114,1.58,Yes,8
DEL00684,SUP-009,Northern Flavours Ltd.,Additives,2024-09,2024-09-16,2024-09-15,8,Yes,0,5221,128,2.45,Yes,9
DEL00058,SUP-001,Prairie Grain Co.,Raw Ingredients,2024-09,2024-09-17,2024-09-12,5,Yes,0,2780,28,1.02,Yes,18
DEL00232,SUP-003,Great Lakes Dairy Supply,Raw Ingredients,2024-09,2024-09-17,2024-09-14,13,Yes,0,5139,121,2.36,Yes,12
DEL00391,SUP-005,Westcoast Oils Inc.,Raw Ingredients,2024-09,2024-09-17,2024-09-17,7,Yes,0,6911,33,0.48,Yes,9
